tgl,lat,lon,depth,mag,remark
1/12/2017,-0.06,123.15,123,3.0,Minahassa Peninsula - Sulawesi
1/12/2017,-2.76,128.04,11,3.5,Ceram Sea
1/12/2017,-2.83,128.15,29,2.7,Ceram Sea
1/12/2017,-2.77,128.04,10,2.9,Ceram Sea
1/12/2017,-2.77,128.04,11,3.8,Ceram Sea
1/12/2017,-2.32,100.98,37,3.3,Southern Sumatra - Indonesia
1/12/2017,-9.06,118.6,10,3.8,Sumbawa Region - Indonesia
1/12/2017,-3.46,128.38,10,2.8,Seram - Indonesia
1/12/2017,0.23,122.23,181,4.2,Minahassa Peninsula - Sulawesi
1/12/2017,3.69,128.67,10,4.4,North of Halmahera - Indonesia
1/13/2017,2.91,126.89,51,4.3,Northern Molucca Sea
1/13/2017,-9.31,117.23,65,2.8,Sumbawa Region - Indonesia
1/13/2017,-0.13,125.14,16,3.0,Southern Molucca Sea
1/13/2017,1.84,127.07,36,3.2,Halmahera - Indonesia
1/13/2017,0.63,122.22,68,1.6,Minahassa Peninsula - Sulawesi
1/13/2017,0.29,121.83,144,1.7,Minahassa Peninsula - Sulawesi
1/13/2017,-0.07,125.13,61,5.5,Southern Molucca Sea
1/13/2017,-0.07,125.13,61,5.5,Southern Molucca Sea
1/13/2017,-3.58,128.72,86,4.1,Seram - Indonesia
1/13/2017,-7.99,110.37,10,4.0,Java - Indonesia
1/13/2017,-3.31,126.95,10,4.6,Buru - Indonesia
1/13/2017,1.08,121.83,24,3.6,Minahassa Peninsula - Sulawesi
1/13/2017,0.71,100.46,266,4.7,Northern Sumatra - Indonesia
1/13/2017,0.71,100.46,266,4.7,Northern Sumatra - Indonesia
1/13/2017,2.64,126.22,10,3.5,Northern Molucca Sea
1/13/2017,-1.86,128.45,12,3.9,Halmahera - Indonesia
1/13/2017,-7.79,117.15,19,3.2,Bali Sea
1/13/2017,-7.94,107.05,30,3.7,Java - Indonesia
1/13/2017,5.23,96.22,10,3.2,Northern Sumatra - Indonesia
1/13/2017,0.09,122.28,31,2.3,Minahassa Peninsula - Sulawesi
1/13/2017,0.6,121.24,33,3.0,Minahassa Peninsula - Sulawesi
1/14/2017,-8.2,118.7,173,4.7,Sumbawa Region - Indonesia
1/14/2017,-9.24,117.82,10,3.5,Sumbawa Region - Indonesia
1/14/2017,1.28,126.41,45,5.3,Northern Molucca Sea
1/14/2017,1.28,126.41,45,5.3,Northern Molucca Sea
1/14/2017,-9.0,123.11,71,3.5,Flores Region - Indonesia
1/14/2017,-6.01,121.51,29,3.8,Flores Sea
1/14/2017,-8.91,123.98,26,2.7,Flores Region - Indonesia
1/14/2017,1.04,122.77,25,2.4,Minahassa Peninsula - Sulawesi
1/14/2017,-2.47,128.89,20,4.8,Ceram Sea
1/14/2017,4.14,122.34,700,4.2,Celebes Sea
1/14/2017,-2.4,128.96,17,3.3,Ceram Sea
1/14/2017,-2.54,128.91,24,4.5,Ceram Sea
1/14/2017,-8.21,107.38,10,3.6,Java - Indonesia
1/14/2017,1.2,121.99,20,2.4,Minahassa Peninsula - Sulawesi
1/14/2017,0.37,122.14,127,2.5,Minahassa Peninsula - Sulawesi
1/14/2017,0.08,121.96,239,3.2,Minahassa Peninsula - Sulawesi
1/15/2017,-9.58,124.04,10,2.4,Timor Region
1/15/2017,2.24,121.34,36,3.7,Celebes Sea
1/15/2017,-6.99,107.06,66,2.6,Java - Indonesia
1/15/2017,-1.93,128.46,37,4.8,Halmahera - Indonesia
1/15/2017,-1.75,128.32,82,3.4,Halmahera - Indonesia
1/15/2017,0.76,120.99,15,2.8,Minahassa Peninsula - Sulawesi
1/15/2017,-1.91,128.39,47,4.7,Halmahera - Indonesia
1/15/2017,1.96,126.36,54,3.9,Northern Molucca Sea
1/15/2017,-1.91,128.42,36,4.2,Halmahera - Indonesia
1/15/2017,-9.25,115.59,100,4.3,South of Bali - Indonesia
1/15/2017,-9.25,115.59,100,4.3,South of Bali - Indonesia
1/15/2017,-3.33,126.93,10,3.7,Buru - Indonesia
1/16/2017,-3.64,138.43,103,4.1,Irian Jaya - Indonesia
1/16/2017,3.26,98.48,10,2.0,Northern Sumatra - Indonesia
1/16/2017,3.28,98.5,10,2.0,Northern Sumatra - Indonesia
1/16/2017,3.29,98.59,10,3.4,Northern Sumatra - Indonesia
1/16/2017,-0.09,125.1,10,3.3,Southern Molucca Sea
1/16/2017,3.29,98.52,10,3.0,Northern Sumatra - Indonesia
1/16/2017,3.27,98.44,10,2.6,Northern Sumatra - Indonesia
1/16/2017,3.32,98.44,10,2.3,Northern Sumatra - Indonesia
1/16/2017,3.29,98.47,10,3.2,Northern Sumatra - Indonesia
1/16/2017,0.17,98.62,26,3.4,Northern Sumatra - Indonesia
1/16/2017,3.26,98.49,10,3.3,Northern Sumatra - Indonesia
1/16/2017,3.27,98.51,10,2.2,Northern Sumatra - Indonesia
1/16/2017,3.29,98.61,10,3.5,Northern Sumatra - Indonesia
1/16/2017,3.19,98.48,10,2.3,Northern Sumatra - Indonesia
1/16/2017,-5.09,104.67,88,3.0,Southern Sumatra - Indonesia
1/16/2017,3.21,98.58,10,2.5,Northern Sumatra - Indonesia
1/16/2017,3.29,98.48,12,2.7,Northern Sumatra - Indonesia
1/16/2017,3.17,98.53,10,2.4,Northern Sumatra - Indonesia
1/16/2017,-7.91,130.13,74,5.4,Tanimbar Islands Reg. - Indonesia
1/16/2017,-7.91,130.13,74,5.4,Tanimbar Islands Reg. - Indonesia
1/16/2017,3.23,98.48,10,3.1,Northern Sumatra - Indonesia
1/16/2017,3.32,98.47,10,3.0,Northern Sumatra - Indonesia
1/16/2017,-7.53,106.67,28,2.9,Java - Indonesia
1/16/2017,3.29,98.56,10,3.9,Northern Sumatra - Indonesia
1/16/2017,3.27,98.5,10,2.9,Northern Sumatra - Indonesia
1/16/2017,0.68,121.87,79,2.2,Minahassa Peninsula - Sulawesi
1/16/2017,3.25,98.5,10,2.7,Northern Sumatra - Indonesia
1/16/2017,3.28,98.46,10,2.8,Northern Sumatra - Indonesia
1/16/2017,3.26,98.51,19,2.2,Northern Sumatra - Indonesia
1/16/2017,3.23,98.48,10,2.1,Northern Sumatra - Indonesia
1/16/2017,3.32,98.41,10,2.2,Northern Sumatra - Indonesia
1/16/2017,3.26,98.48,10,2.7,Northern Sumatra - Indonesia
1/16/2017,3.25,98.4,10,2.6,Northern Sumatra - Indonesia
1/16/2017,3.32,98.53,10,2.0,Northern Sumatra - Indonesia
1/16/2017,3.28,98.47,13,2.2,Northern Sumatra - Indonesia
1/16/2017,3.3,98.48,13,2.6,Northern Sumatra - Indonesia
1/16/2017,3.35,98.57,10,4.8,Northern Sumatra - Indonesia
1/16/2017,3.41,98.46,16,5.6,Northern Sumatra - Indonesia
1/16/2017,3.41,98.46,16,5.6,Northern Sumatra - Indonesia
1/16/2017,3.33,98.48,10,3.9,Northern Sumatra - Indonesia
1/16/2017,-2.88,128.73,10,3.1,Ceram Sea
1/16/2017,-9.56,112.22,10,3.3,South of Java - Indonesia
1/16/2017,0.87,119.76,10,3.1,Minahassa Peninsula - Sulawesi
1/16/2017,0.78,120.14,10,4.7,Minahassa Peninsula - Sulawesi
1/16/2017,-9.03,117.68,71,2.5,Sumbawa Region - Indonesia
1/16/2017,-6.03,103.95,10,3.3,Southwest of Sumatra - Indonesia
1/16/2017,-1.13,99.76,24,3.6,Southern Sumatra - Indonesia
1/17/2017,3.24,98.49,10,3.0,Northern Sumatra - Indonesia
1/17/2017,-2.67,127.4,10,2.9,Ceram Sea
1/17/2017,-0.04,122.93,31,2.6,Minahassa Peninsula - Sulawesi
1/17/2017,-9.03,117.69,85,3.2,Sumbawa Region - Indonesia
1/17/2017,-3.55,128.07,10,2.0,Seram - Indonesia
1/17/2017,3.27,98.47,11,3.3,Northern Sumatra - Indonesia
1/17/2017,3.28,98.48,10,3.2,Northern Sumatra - Indonesia
1/17/2017,3.27,98.52,10,2.8,Northern Sumatra - Indonesia
1/17/2017,5.44,94.64,51,5.2,Northern Sumatra - Indonesia
1/17/2017,5.44,94.64,51,5.2,Northern Sumatra - Indonesia
1/17/2017,-0.24,122.93,30,4.2,Minahassa Peninsula - Sulawesi
1/17/2017,3.29,98.47,10,2.7,Northern Sumatra - Indonesia
1/17/2017,3.27,98.45,10,2.4,Northern Sumatra - Indonesia
1/17/2017,3.33,98.4,10,1.9,Northern Sumatra - Indonesia
1/17/2017,-8.36,108.54,36,3.3,Java - Indonesia
1/17/2017,-1.8,99.76,10,3.6,Southern Sumatra - Indonesia
1/17/2017,-8.9,118.79,10,3.4,Sumbawa Region - Indonesia
1/17/2017,-8.17,108.85,59,2.6,Java - Indonesia
1/17/2017,0.28,122.2,154,3.3,Minahassa Peninsula - Sulawesi
1/17/2017,-1.91,128.45,20,3.6,Halmahera - Indonesia
1/17/2017,-6.87,129.68,83,4.3,Banda Sea
1/17/2017,3.35,98.56,10,2.1,Northern Sumatra - Indonesia
1/17/2017,-1.92,128.42,19,4.4,Halmahera - Indonesia
1/17/2017,3.26,98.43,10,2.1,Northern Sumatra - Indonesia
1/17/2017,3.31,98.54,10,4.1,Northern Sumatra - Indonesia
1/17/2017,3.29,98.45,14,2.5,Northern Sumatra - Indonesia
1/17/2017,1.25,123.26,10,3.4,Minahassa Peninsula - Sulawesi
1/17/2017,3.22,98.45,10,2.6,Northern Sumatra - Indonesia
1/17/2017,3.33,98.48,12,2.5,Northern Sumatra - Indonesia
1/18/2017,4.25,126.82,11,4.5,Talaud Islands - Indonesia
1/18/2017,0.77,122.16,10,1.8,Minahassa Peninsula - Sulawesi
1/18/2017,3.84,97.76,132,3.4,Northern Sumatra - Indonesia
1/18/2017,3.25,98.44,13,2.4,Northern Sumatra - Indonesia
1/18/2017,-8.35,107.91,19,3.8,Java - Indonesia
1/18/2017,3.3,98.5,10,2.6,Northern Sumatra - Indonesia
1/18/2017,-8.99,110.19,67,3.8,Java - Indonesia
1/18/2017,-6.95,105.54,30,3.4,Sunda Strait - Indonesia
1/18/2017,0.44,122.64,10,2.9,Minahassa Peninsula - Sulawesi
1/18/2017,3.24,98.52,10,2.5,Northern Sumatra - Indonesia
1/18/2017,3.28,98.46,12,2.4,Northern Sumatra - Indonesia
1/18/2017,-2.68,129.55,10,3.1,Seram - Indonesia
1/18/2017,-2.55,139.44,12,4.5,Near North Coast of Irian Jaya
1/18/2017,-6.94,105.44,67,4.9,Sunda Strait - Indonesia
1/18/2017,-6.94,105.44,67,4.9,Sunda Strait - Indonesia
1/18/2017,3.26,98.52,10,2.1,Northern Sumatra - Indonesia
1/18/2017,3.21,98.57,10,2.3,Northern Sumatra - Indonesia
1/18/2017,2.47,125.56,23,4.3,Talaud Islands - Indonesia
1/18/2017,3.25,98.44,10,2.6,Northern Sumatra - Indonesia
1/18/2017,3.23,98.38,10,2.4,Northern Sumatra - Indonesia
1/18/2017,0.05,123.75,123,3.9,Minahassa Peninsula - Sulawesi
1/18/2017,1.24,123.54,10,3.9,Minahassa Peninsula - Sulawesi
1/18/2017,3.27,98.48,10,3.8,Northern Sumatra - Indonesia
1/18/2017,-8.16,118.61,10,3.8,Sumbawa Region - Indonesia
1/18/2017,-9.51,113.9,70,3.4,South of Java - Indonesia
1/19/2017,3.34,98.47,10,3.2,Northern Sumatra - Indonesia
1/19/2017,-8.26,119.75,174,4.9,Flores Region - Indonesia
1/19/2017,0.16,98.5,23,3.1,Northern Sumatra - Indonesia
1/19/2017,3.23,98.47,10,2.8,Northern Sumatra - Indonesia
1/19/2017,-2.67,128.97,10,2.7,Ceram Sea
1/19/2017,1.73,126.38,19,3.9,Northern Molucca Sea
1/19/2017,3.24,98.48,10,3.1,Northern Sumatra - Indonesia
1/19/2017,0.93,122.67,34,3.9,Minahassa Peninsula - Sulawesi
1/19/2017,3.24,98.61,11,2.3,Northern Sumatra - Indonesia
1/19/2017,-0.16,122.9,121,2.7,Minahassa Peninsula - Sulawesi
1/19/2017,3.3,98.51,12,2.2,Northern Sumatra - Indonesia
1/19/2017,-2.64,126.62,10,3.8,Ceram Sea
1/19/2017,3.19,98.39,10,2.3,Northern Sumatra - Indonesia
1/19/2017,-0.29,119.82,10,3.4,Minahassa Peninsula - Sulawesi
1/19/2017,3.24,98.57,10,2.2,Northern Sumatra - Indonesia
1/19/2017,3.33,98.52,10,2.2,Northern Sumatra - Indonesia
1/19/2017,3.28,98.51,10,2.0,Northern Sumatra - Indonesia
1/19/2017,3.31,98.54,10,3.5,Northern Sumatra - Indonesia
1/19/2017,3.28,98.52,10,2.8,Northern Sumatra - Indonesia
1/19/2017,3.27,98.51,10,2.3,Northern Sumatra - Indonesia
1/19/2017,3.28,98.49,10,2.3,Northern Sumatra - Indonesia
1/19/2017,3.3,98.48,10,2.4,Northern Sumatra - Indonesia
1/20/2017,1.24,122.64,10,3.8,Minahassa Peninsula - Sulawesi
1/20/2017,-8.92,124.1,19,3.6,Timor Region
1/20/2017,-9.77,117.55,10,3.0,Sumbawa Region - Indonesia
1/20/2017,-3.06,126.98,10,2.4,Buru - Indonesia
1/20/2017,-8.89,125.07,10,4.1,Timor Region
1/20/2017,1.61,122.96,389,3.8,Minahassa Peninsula - Sulawesi
1/20/2017,-4.28,133.73,109,4.3,Irian Jaya Region - Indonesia
1/20/2017,-2.83,129.3,10,2.8,Seram - Indonesia
1/20/2017,-1.61,120.34,20,4.1,Sulawesi - Indonesia
1/20/2017,-7.81,107.29,19,4.0,Java - Indonesia
1/20/2017,3.01,125.88,10,4.0,Talaud Islands - Indonesia
1/20/2017,0.36,97.73,16,4.0,Northern Sumatra - Indonesia
1/20/2017,3.37,98.52,10,2.5,Northern Sumatra - Indonesia
1/20/2017,3.56,128.66,20,4.6,North of Halmahera - Indonesia
1/21/2017,-3.49,122.32,10,3.9,Sulawesi - Indonesia
1/21/2017,0.19,121.97,198,4.1,Minahassa Peninsula - Sulawesi
1/21/2017,-2.69,129.45,14,3.1,Seram - Indonesia
1/21/2017,3.27,98.53,10,3.6,Northern Sumatra - Indonesia
1/21/2017,3.13,98.27,10,2.5,Northern Sumatra - Indonesia
1/21/2017,3.31,98.45,10,2.6,Northern Sumatra - Indonesia
1/21/2017,-9.77,114.22,10,3.6,South of Bali - Indonesia
1/21/2017,-6.21,130.38,124,5.0,Banda Sea
1/21/2017,-6.21,130.38,124,5.0,Banda Sea
1/21/2017,3.24,98.44,11,2.5,Northern Sumatra - Indonesia
1/21/2017,3.3,98.49,10,3.7,Northern Sumatra - Indonesia
1/21/2017,2.84,128.21,55,5.7,Halmahera - Indonesia
1/21/2017,2.84,128.21,55,5.7,Halmahera - Indonesia
1/21/2017,4.41,96.27,18,3.0,Northern Sumatra - Indonesia
1/21/2017,-7.25,109.16,176,3.2,Java - Indonesia
1/21/2017,0.38,122.46,86,2.4,Minahassa Peninsula - Sulawesi
1/21/2017,-6.01,130.41,10,4.5,Banda Sea
1/22/2017,-2.44,129.08,10,3.0,Seram - Indonesia
1/22/2017,3.06,126.81,10,3.9,Talaud Islands - Indonesia
1/22/2017,-2.59,128.86,10,3.1,Ceram Sea
1/22/2017,-3.34,128.4,10,2.2,Seram - Indonesia
1/22/2017,1.95,126.54,10,4.3,Northern Molucca Sea
1/22/2017,3.26,126.85,10,4.3,Talaud Islands - Indonesia
1/22/2017,-2.57,128.89,10,3.7,Ceram Sea
1/22/2017,0.97,121.21,25,4.2,Minahassa Peninsula - Sulawesi
1/22/2017,-8.73,113.07,116,3.5,Java - Indonesia
1/22/2017,-1.09,121.67,152,3.1,Sulawesi - Indonesia
1/22/2017,0.39,98.57,10,3.0,Northern Sumatra - Indonesia
1/22/2017,-2.63,128.92,10,4.6,Ceram Sea
1/22/2017,0.36,121.26,28,3.1,Minahassa Peninsula - Sulawesi
1/22/2017,-2.61,128.92,10,4.2,Ceram Sea
1/22/2017,-2.61,128.92,14,4.2,Ceram Sea
1/22/2017,3.31,98.47,10,2.4,Northern Sumatra - Indonesia
1/23/2017,-2.41,128.86,10,4.0,Ceram Sea
1/23/2017,-8.04,122.88,204,3.5,Flores Region - Indonesia
1/23/2017,2.77,95.43,19,4.9,Off West Coast of Northern Sumatra
1/23/2017,3.32,98.46,10,2.2,Northern Sumatra - Indonesia
1/23/2017,-3.61,129.31,16,2.9,Seram - Indonesia
